"","Condition1","Condition2","rt","corr","id","phase","trial","age","gender","hand"
"45","A","C",733.445822787583,1,6,"experiment",45,27,"w","r"
"46","B","C",989.834276648315,1,6,"experiment",46,27,"w","r"
"47","B","D",289.57480375008,1,6,"experiment",47,27,"w","r"
"48","A","E",618.671527507816,1,6,"experiment",48,27,"w","r"
"49","B","E",1156.59741479921,0,6,"experiment",49,27,"w","r"
"50","B","E",815.30187817507,1,6,"experiment",50,27,"w","r"
"51","B","E",789.516583775297,1,6,"experiment",51,27,"w","r"
"52","A","E",391.699336527756,0,6,"experiment",52,27,"w","r"
"53","B","D",284.693428377697,0,6,"experiment",53,27,"w","r"
"54","B","E",1296.22516846116,1,6,"experiment",54,27,"w","r"
"55","A","C",291.488014955761,0,6,"experiment",55,27,"w","r"
"56","A","D",739.262606217172,1,6,"experiment",56,27,"w","r"
"57","A","D",1147.09660864045,1,6,"experiment",57,27,"w","r"
"58","B","D",905.827431894071,0,6,"experiment",58,27,"w","r"
"59","A","E",876.824130328955,0,6,"experiment",59,27,"w","r"
"60","A","C",238.883423599333,1,6,"experiment",60,27,"w","r"
"61","A","C",335.58356817104,0,6,"experiment",61,27,"w","r"
"62","A","C",449.504940293297,0,6,"experiment",62,27,"w","r"
"63","B","C",638.19765443758,1,6,"experiment",63,27,"w","r"
"64","B","C",592.905781806697,1,6,"experiment",64,27,"w","r"
"65","B","D",694.610725740634,1,6,"experiment",65,27,"w","r"
"66","A","D",320.59145803484,1,6,"experiment",66,27,"w","r"
"67","B","D",335.194088574784,0,6,"experiment",67,27,"w","r"
"68","B","E",816.795292046443,1,6,"experiment",68,27,"w","r"
"69","B","C",1169.04053635601,0,6,"experiment",69,27,"w","r"
"70","B","D",741.479472205516,1,6,"experiment",70,27,"w","r"
"71","A","D",1013.73298801,1,6,"experiment",71,27,"w","r"
"72","A","E",596.113337100333,1,6,"experiment",72,27,"w","r"
"73","B","E",861.948686401465,1,6,"experiment",73,27,"w","r"
"74","A","D",521.167200914181,1,6,"experiment",74,27,"w","r"
"75","A","E",689.326451814709,1,6,"experiment",75,27,"w","r"
"76","B","C",702.326540055622,0,6,"experiment",76,27,"w","r"
"77","A","E",434.891980404613,1,6,"experiment",77,27,"w","r"
"78","A","E",669.365182349806,0,6,"experiment",78,27,"w","r"
"79","A","E",318.560645664696,1,6,"experiment",79,27,"w","r"
"80","A","E",453.727656670984,1,6,"experiment",80,27,"w","r"
"81","B","E",941.112009844013,1,6,"experiment",81,27,"w","r"
"82","A","C",1058.28705154111,1,6,"experiment",82,27,"w","r"
"83","A","E",781.457875642501,1,6,"experiment",83,27,"w","r"
"84","A","D",547.194409535162,1,6,"experiment",84,27,"w","r"
"85","B","D",765.769722713821,0,6,"experiment",85,27,"w","r"
"86","A","D",334.798112819215,1,6,"experiment",86,27,"w","r"
"87","B","C",1048.60665961286,1,6,"experiment",87,27,"w","r"
"88","A","D",568.611064350425,1,6,"experiment",88,27,"w","r"
"89","A","C",433.448582862356,0,6,"experiment",89,27,"w","r"
"90","B","C",762.058473010113,0,6,"experiment",90,27,"w","r"
"91","B","D",581.871359521754,0,6,"experiment",91,27,"w","r"
"92","A","D",461.735177670991,1,6,"experiment",92,27,"w","r"
"93","B","D",541.625764742607,1,6,"experiment",93,27,"w","r"
"94","A","D",380.548190811871,1,6,"experiment",94,27,"w","r"
"95","B","E",709.997222703902,1,6,"experiment",95,27,"w","r"
"96","A","E",724.323991271266,0,6,"experiment",96,27,"w","r"
"97","B","C",662.919055891181,1,6,"experiment",97,27,"w","r"
"98","A","E",587.672164478463,1,6,"experiment",98,27,"w","r"
"99","A","E",1623.6298359175,0,6,"experiment",99,27,"w","r"
"100","B","E",814.701196137229,1,6,"experiment",100,27,"w","r"
"101","A","D",646.151857693718,1,6,"experiment",101,27,"w","r"
"102","B","E",1198.5113933306,1,6,"experiment",102,27,"w","r"
"103","A","C",469.571910397053,1,6,"experiment",103,27,"w","r"
"104","B","E",832.35965374445,1,6,"experiment",104,27,"w","r"
"105","B","D",264.605264043008,1,6,"experiment",105,27,"w","r"
"106","A","E",683.35910983544,1,6,"experiment",106,27,"w","r"
"107","B","E",1102.60124912651,1,6,"experiment",107,27,"w","r"
"108","A","C",490.400700901938,1,6,"experiment",108,27,"w","r"
"109","B","D",583.290732155346,1,6,"experiment",109,27,"w","r"
"110","A","C",278.002436316913,1,6,"experiment",110,27,"w","r"
"111","B","D",337.934182543314,1,6,"experiment",111,27,"w","r"
"112","B","D",526.20934115977,0,6,"experiment",112,27,"w","r"
"113","B","D",1113.40624812834,1,6,"experiment",113,27,"w","r"
"114","A","D",817.497464489958,1,6,"experiment",114,27,"w","r"
"115","B","D",609.026877055141,0,6,"experiment",115,27,"w","r"
"116","B","D",455.657882429031,1,6,"experiment",116,27,"w","r"
"117","A","D",532.274625081177,1,6,"experiment",117,27,"w","r"
"118","B","D",1051.60149316234,1,6,"experiment",118,27,"w","r"
"119","A","D",512.052975981888,0,6,"experiment",119,27,"w","r"
"120","A","C",823.776098872778,1,6,"experiment",120,27,"w","r"
"121","B","E",828.7760516185,0,6,"experiment",121,27,"w","r"
"122","A","C",357.15558125733,1,6,"experiment",122,27,"w","r"
"123","B","C",776.573038149723,1,6,"experiment",123,27,"w","r"
"124","B","C",1113.44996196001,1,6,"experiment",124,27,"w","r"
"125","A","C",331.848869987085,1,6,"experiment",125,27,"w","r"
"126","A","D",2066.23797630299,1,6,"experiment",126,27,"w","r"
"127","A","C",918.819454211247,1,6,"experiment",127,27,"w","r"
"128","A","D",425.369829201157,0,6,"experiment",128,27,"w","r"
"129","A","C",778.104927636031,1,6,"experiment",129,27,"w","r"
"130","A","E",556.246445347037,1,6,"experiment",130,27,"w","r"
"131","A","D",373.890948571759,1,6,"experiment",131,27,"w","r"
"132","B","D",556.157935951012,0,6,"experiment",132,27,"w","r"
"133","A","C",699.076559810435,0,6,"experiment",133,27,"w","r"
"134","A","E",740.846747839966,1,6,"experiment",134,27,"w","r"
"135","A","E",575.730524803438,0,6,"experiment",135,27,"w","r"
"136","B","C",678.376907730252,1,6,"experiment",136,27,"w","r"
"137","A","C",276.256335390786,1,6,"experiment",137,27,"w","r"
"138","B","E",888.616010237902,1,6,"experiment",138,27,"w","r"
"139","B","D",669.307920100318,1,6,"experiment",139,27,"w","r"
"140","A","D",526.046606331117,1,6,"experiment",140,27,"w","r"
"141","B","C",819.303324510802,1,6,"experiment",141,27,"w","r"
"142","B","D",544.870391555594,1,6,"experiment",142,27,"w","r"
"143","A","C",708.20844938505,1,6,"experiment",143,27,"w","r"
"144","A","D",570.603719243782,1,6,"experiment",144,27,"w","r"
"145","A","C",127.306871606991,1,6,"experiment",145,27,"w","r"
"146","B","E",869.478354387811,1,6,"experiment",146,27,"w","r"
"147","A","D",306.407223335516,1,6,"experiment",147,27,"w","r"
"148","B","C",1018.50544935988,1,6,"experiment",148,27,"w","r"
"149","B","C",673.213778922886,1,6,"experiment",149,27,"w","r"
"150","A","E",541.63190581043,1,6,"experiment",150,27,"w","r"
"151","B","D",616.634966310143,0,6,"experiment",151,27,"w","r"
"152","A","E",527.166425374397,0,6,"experiment",152,27,"w","r"
"153","A","C",580.527968872977,0,6,"experiment",153,27,"w","r"
"154","B","D",770.701009471296,1,6,"experiment",154,27,"w","r"
"155","A","D",472.881341489302,1,6,"experiment",155,27,"w","r"
"156","A","C",410.518055365649,1,6,"experiment",156,27,"w","r"
"157","B","D",355.245044108663,1,6,"experiment",157,27,"w","r"
"158","A","C",560.814484657701,1,6,"experiment",158,27,"w","r"
"159","A","C",403.707289926496,1,6,"experiment",159,27,"w","r"
"160","A","D",299.238942216659,1,6,"experiment",160,27,"w","r"
"161","B","E",673.924159213074,0,6,"experiment",161,27,"w","r"
"162","A","E",858.320838958875,0,6,"experiment",162,27,"w","r"
"163","B","C",508.809763232901,0,6,"experiment",163,27,"w","r"
"164","A","C",294.41664331188,1,6,"experiment",164,27,"w","r"
"165","B","E",777.277260267892,1,6,"experiment",165,27,"w","r"
"166","A","C",353.697988384487,0,6,"experiment",166,27,"w","r"
"167","A","D",570.862620597238,0,6,"experiment",167,27,"w","r"
"168","A","D",835.993979682072,0,6,"experiment",168,27,"w","r"
"169","A","C",1106.08531586918,1,6,"experiment",169,27,"w","r"
"170","A","E",569.036097291934,1,6,"experiment",170,27,"w","r"
"171","B","E",829.596824333845,1,6,"experiment",171,27,"w","r"
"172","B","C",820.432408359794,1,6,"experiment",172,27,"w","r"
"173","B","E",1132.64532616527,1,6,"experiment",173,27,"w","r"
"174","A","D",461.653030595686,1,6,"experiment",174,27,"w","r"
"175","A","C",466.955963034496,1,6,"experiment",175,27,"w","r"
"176","B","C",801.075041705782,1,6,"experiment",176,27,"w","r"
"177","A","D",182.832793687427,0,6,"experiment",177,27,"w","r"
"178","B","E",649.428149695787,1,6,"experiment",178,27,"w","r"
"179","A","C",403.847095143642,1,6,"experiment",179,27,"w","r"
"180","B","C",629.617551031569,1,6,"experiment",180,27,"w","r"
"181","A","E",373.478161858293,1,6,"experiment",181,27,"w","r"
"182","A","C",804.1584567501,1,6,"experiment",182,27,"w","r"
"183","A","E",836.535354383129,1,6,"experiment",183,27,"w","r"
"184","A","E",1206.17572945889,0,6,"experiment",184,27,"w","r"
"185","A","C",320.515038480393,1,6,"experiment",185,27,"w","r"
"186","B","E",949.469548370698,1,6,"experiment",186,27,"w","r"
"187","A","C",493.448158875711,1,6,"experiment",187,27,"w","r"
"188","A","D",410.34576778018,1,6,"experiment",188,27,"w","r"
"189","B","E",840.390607321911,1,6,"experiment",189,27,"w","r"
"190","B","D",463.049820350258,1,6,"experiment",190,27,"w","r"
"191","A","E",680.603222578772,1,6,"experiment",191,27,"w","r"
"192","A","D",483.017747657127,1,6,"experiment",192,27,"w","r"
"193","B","E",484.637913350991,0,6,"experiment",193,27,"w","r"
"194","B","C",874.254901090633,1,6,"experiment",194,27,"w","r"
"195","B","E",912.129890712811,1,6,"experiment",195,27,"w","r"
"196","A","D",243.213063666135,1,6,"experiment",196,27,"w","r"
"197","A","D",1051.80650560305,1,6,"experiment",197,27,"w","r"
"198","A","C",392.240363368956,1,6,"experiment",198,27,"w","r"
"199","B","D",307.13808276576,0,6,"experiment",199,27,"w","r"
"200","B","D",329.906768051383,0,6,"experiment",200,27,"w","r"
"201","A","C",703.384968694943,1,6,"experiment",201,27,"w","r"
"202","A","C",647.343190768065,0,6,"experiment",202,27,"w","r"
"203","A","E",517.88135575298,1,6,"experiment",203,27,"w","r"
"204","A","D",1097.75920187016,1,6,"experiment",204,27,"w","r"
"205","B","C",751.267391556418,0,6,"experiment",205,27,"w","r"
"206","A","E",606.393029748383,1,6,"experiment",206,27,"w","r"
"207","B","C",555.527905651351,1,6,"experiment",207,27,"w","r"
"208","A","C",636.077089225134,1,6,"experiment",208,27,"w","r"
"209","A","D",1099.36863260798,0,6,"experiment",209,27,"w","r"
"210","A","E",1136.6322054433,1,6,"experiment",210,27,"w","r"
"211","A","E",783.315875926776,1,6,"experiment",211,27,"w","r"
"212","B","C",585.513604794553,0,6,"experiment",212,27,"w","r"
"213","A","D",447.796624331706,1,6,"experiment",213,27,"w","r"
"214","B","C",772.753727655789,1,6,"experiment",214,27,"w","r"
"215","A","E",622.849584371935,1,6,"experiment",215,27,"w","r"
"216","B","D",351.948926439235,1,6,"experiment",216,27,"w","r"
"217","A","E",721.597582028309,1,6,"experiment",217,27,"w","r"
"218","B","E",1135.08682412619,0,6,"experiment",218,27,"w","r"
"219","A","E",449.217403688767,0,6,"experiment",219,27,"w","r"
"220","A","E",623.797211111364,1,6,"experiment",220,27,"w","r"
"221","A","E",503.184152184026,1,6,"experiment",221,27,"w","r"
"222","B","D",449.400916662663,1,6,"experiment",222,27,"w","r"
"223","A","D",1182.59019585805,1,6,"experiment",223,27,"w","r"
"224","B","E",1447.21439562966,1,6,"experiment",224,27,"w","r"
"225","B","C",609.332525351812,1,6,"experiment",225,27,"w","r"
"226","A","D",443.801416274933,1,6,"experiment",226,27,"w","r"
"227","A","E",597.428575037205,1,6,"experiment",227,27,"w","r"
"228","A","E",743.502748972919,1,6,"experiment",228,27,"w","r"
"229","B","D",366.160313025411,1,6,"experiment",229,27,"w","r"
"230","A","D",1810.337885998,1,6,"experiment",230,27,"w","r"
"231","A","D",679.349397061699,1,6,"experiment",231,27,"w","r"
"232","A","D",581.593169932877,1,6,"experiment",232,27,"w","r"
"233","A","D",452.908764326419,1,6,"experiment",233,27,"w","r"
"234","B","D",232.346338008098,0,6,"experiment",234,27,"w","r"
"235","B","E",882.881089674772,1,6,"experiment",235,27,"w","r"
"236","B","E",801.778497838124,1,6,"experiment",236,27,"w","r"
"237","B","E",1207.4539578637,1,6,"experiment",237,27,"w","r"
"238","A","D",693.218431679592,1,6,"experiment",238,27,"w","r"
"239","A","C",598.788182077781,1,6,"experiment",239,27,"w","r"
"240","A","D",431.023387251812,1,6,"experiment",240,27,"w","r"
"241","A","E",590.627521224107,1,6,"experiment",241,27,"w","r"
"242","A","D",583.674862987214,0,6,"experiment",242,27,"w","r"
"243","B","E",755.905932803879,1,6,"experiment",243,27,"w","r"
"244","A","E",590.190142203061,0,6,"experiment",244,27,"w","r"
"245","A","D",832.752653143404,1,6,"experiment",245,27,"w","r"
"246","A","D",474.817187901855,1,6,"experiment",246,27,"w","r"
"247","A","D",297.093990044083,1,6,"experiment",247,27,"w","r"
"248","A","E",1838.23807597068,0,6,"experiment",248,27,"w","r"
"249","B","D",998.691981053217,1,6,"experiment",249,27,"w","r"
"250","B","D",2051.61599362755,1,6,"experiment",250,27,"w","r"
"251","B","D",769.834336345609,1,6,"experiment",251,27,"w","r"
"252","B","E",654.904183528259,1,6,"experiment",252,27,"w","r"
"253","A","C",603.34679976571,1,6,"experiment",253,27,"w","r"
"254","B","E",595.842605543897,1,6,"experiment",254,27,"w","r"
"255","B","E",952.735102356454,1,6,"experiment",255,27,"w","r"
"256","B","C",778.754016844006,1,6,"experiment",256,27,"w","r"
"257","B","E",1339.90165802024,1,6,"experiment",257,27,"w","r"
"258","B","C",510.384965613733,1,6,"experiment",258,27,"w","r"
"259","B","D",673.497293445381,1,6,"experiment",259,27,"w","r"
"260","B","D",349.2463320988,1,6,"experiment",260,27,"w","r"
"261","B","C",448.138349743152,1,6,"experiment",261,27,"w","r"
"262","B","C",503.275479764378,1,6,"experiment",262,27,"w","r"
"263","B","C",749.804561971474,1,6,"experiment",263,27,"w","r"
"264","A","C",422.803233963643,0,6,"experiment",264,27,"w","r"
"265","B","D",513.878823937966,1,6,"experiment",265,27,"w","r"
"266","A","D",340.745116207983,1,6,"experiment",266,27,"w","r"
"267","B","E",787.246482437984,1,6,"experiment",267,27,"w","r"
"268","B","E",1090.8894134959,1,6,"experiment",268,27,"w","r"
"269","B","D",947.670647237594,0,6,"experiment",269,27,"w","r"
"270","B","E",637.618902954279,1,6,"experiment",270,27,"w","r"
"271","B","E",922.537508687686,1,6,"experiment",271,27,"w","r"
"272","A","D",757.750190628177,1,6,"experiment",272,27,"w","r"
"273","B","C",745.33301279246,1,6,"experiment",273,27,"w","r"
"274","A","D",313.931271022981,1,6,"experiment",274,27,"w","r"
"275","A","D",337.102085044229,1,6,"experiment",275,27,"w","r"
"276","B","C",643.196954203041,1,6,"experiment",276,27,"w","r"
"277","B","D",523.518648364866,1,6,"experiment",277,27,"w","r"
"278","B","C",875.925494207067,1,6,"experiment",278,27,"w","r"
"279","A","E",487.81842687071,1,6,"experiment",279,27,"w","r"
"280","B","D",379.201095110237,1,6,"experiment",280,27,"w","r"
"281","B","E",692.36152778319,1,6,"experiment",281,27,"w","r"
"282","B","D",1719.71108124933,0,6,"experiment",282,27,"w","r"
"283","B","E",795.167522807696,1,6,"experiment",283,27,"w","r"
"284","A","E",817.236614154681,1,6,"experiment",284,27,"w","r"
"285","B","D",316.027917440522,1,6,"experiment",285,27,"w","r"
"286","A","D",605.533020675332,1,6,"experiment",286,27,"w","r"
"287","B","C",1553.21361947048,1,6,"experiment",287,27,"w","r"
"288","B","C",731.568053320062,1,6,"experiment",288,27,"w","r"
"289","B","C",1235.26124958968,1,6,"experiment",289,27,"w","r"
"290","B","C",666.397523054414,1,6,"experiment",290,27,"w","r"
"291","A","D",818.603237487481,0,6,"experiment",291,27,"w","r"
"292","B","D",781.834617726836,1,6,"experiment",292,27,"w","r"
"293","B","E",767.660157722697,0,6,"experiment",293,27,"w","r"
"294","A","D",389.810378078563,0,6,"experiment",294,27,"w","r"
"295","A","E",611.627570039603,1,6,"experiment",295,27,"w","r"
"296","A","C",784.541236500224,0,6,"experiment",296,27,"w","r"
"297","A","C",350.038346940589,1,6,"experiment",297,27,"w","r"
"298","A","E",829.64723995394,1,6,"experiment",298,27,"w","r"
"299","B","C",504.294598264126,1,6,"experiment",299,27,"w","r"
"300","A","D",530.633252208313,1,6,"experiment",300,27,"w","r"
"301","A","E",744.022817407223,1,6,"experiment",301,27,"w","r"
"302","B","E",977.396175918262,1,6,"experiment",302,27,"w","r"
"303","B","E",789.12128668925,1,6,"experiment",303,27,"w","r"
"304","A","D",225.630478782384,1,6,"experiment",304,27,"w","r"
"305","A","E",559.762427629839,1,6,"experiment",305,27,"w","r"
"306","A","C",1127.33186398098,1,6,"experiment",306,27,"w","r"
"307","B","E",1161.57381086596,1,6,"experiment",307,27,"w","r"
"308","B","E",668.321855669921,1,6,"experiment",308,27,"w","r"
"309","B","D",510.587893702796,0,6,"experiment",309,27,"w","r"
"310","B","C",580.670953645903,0,6,"experiment",310,27,"w","r"
"311","B","D",400.420286876697,1,6,"experiment",311,27,"w","r"
"312","B","C",640.766361817906,0,6,"experiment",312,27,"w","r"
"313","B","D",1226.29789839374,1,6,"experiment",313,27,"w","r"
"314","B","C",539.494127509995,1,6,"experiment",314,27,"w","r"
"315","B","C",543.6402005501,1,6,"experiment",315,27,"w","r"
"316","A","E",832.956341272422,1,6,"experiment",316,27,"w","r"
"317","B","D",576.77021364722,1,6,"experiment",317,27,"w","r"
"318","B","C",944.235611521308,1,6,"experiment",318,27,"w","r"
"319","A","C",120.897635552533,1,6,"experiment",319,27,"w","r"
"320","B","D",416.8262349629,0,6,"experiment",320,27,"w","r"
"321","A","C",598.436534752398,1,6,"experiment",321,27,"w","r"
"322","B","C",1121.22832540685,1,6,"experiment",322,27,"w","r"
"323","B","E",718.58160896393,1,6,"experiment",323,27,"w","r"
"324","A","C",501.13826875885,1,6,"experiment",324,27,"w","r"
"325","A","E",501.799990143032,1,6,"experiment",325,27,"w","r"
"326","B","C",468.610600745566,1,6,"experiment",326,27,"w","r"
"327","B","D",1356.16933629824,1,6,"experiment",327,27,"w","r"
"328","B","D",285.155330982298,0,6,"experiment",328,27,"w","r"
"329","A","C",282.526988651866,0,6,"experiment",329,27,"w","r"
"330","A","E",606.298354634593,0,6,"experiment",330,27,"w","r"
"331","B","E",1019.90879352109,1,6,"experiment",331,27,"w","r"
"332","B","D",449.987741921176,1,6,"experiment",332,27,"w","r"
"333","B","D",529.717259270536,0,6,"experiment",333,27,"w","r"
"334","B","C",537.957506737065,1,6,"experiment",334,27,"w","r"
"335","A","C",473.887008509111,0,6,"experiment",335,27,"w","r"
"336","A","C",706.576116611714,1,6,"experiment",336,27,"w","r"
"337","A","C",214.41417974475,0,6,"experiment",337,27,"w","r"
"338","B","D",736.896647934416,1,6,"experiment",338,27,"w","r"
"339","B","D",440.684034714741,1,6,"experiment",339,27,"w","r"
"340","A","C",368.608588913167,1,6,"experiment",340,27,"w","r"
"341","A","D",428.804785616234,1,6,"experiment",341,27,"w","r"
"342","B","D",1095.79096541594,1,6,"experiment",342,27,"w","r"
"343","A","E",425.869873394634,1,6,"experiment",343,27,"w","r"
"344","A","C",381.251487615594,1,6,"experiment",344,27,"w","r"
"345","A","E",452.963763305071,0,6,"experiment",345,27,"w","r"
"346","B","E",546.166526318453,0,6,"experiment",346,27,"w","r"
"347","B","D",848.161501364938,1,6,"experiment",347,27,"w","r"
"348","B","D",507.468952482942,0,6,"experiment",348,27,"w","r"
"349","B","C",794.338174873096,1,6,"experiment",349,27,"w","r"
"350","B","C",338.679397260785,1,6,"experiment",350,27,"w","r"
"351","B","C",611.146228331557,1,6,"experiment",351,27,"w","r"
"352","A","C",510.782540356557,1,6,"experiment",352,27,"w","r"
"353","A","E",640.394342921697,0,6,"experiment",353,27,"w","r"
"354","B","D",938.957598436414,1,6,"experiment",354,27,"w","r"
"355","A","C",350.574057096077,1,6,"experiment",355,27,"w","r"
"356","B","C",559.62916742857,1,6,"experiment",356,27,"w","r"
"357","B","C",560.598821226704,1,6,"experiment",357,27,"w","r"
"358","B","C",415.423804475157,0,6,"experiment",358,27,"w","r"
"359","B","C",645.648835573613,1,6,"experiment",359,27,"w","r"
"360","B","E",819.758414912704,1,6,"experiment",360,27,"w","r"
