"","Condition1","Condition2","rt","corr","id","phase","trial","age","gender","hand"
"60","B","E",476.585781785247,1,2,"experiment",60,34,"m","r"
"61","B","D",663.121242716601,1,2,"experiment",61,34,"m","r"
"62","B","D",411.599161897078,1,2,"experiment",62,34,"m","r"
"63","A","D",294.26268378915,1,2,"experiment",63,34,"m","r"
"64","A","C",1114.34063947617,1,2,"experiment",64,34,"m","r"
"65","B","E",930.926633683004,1,2,"experiment",65,34,"m","r"
"66","B","C",518.61318220306,0,2,"experiment",66,34,"m","r"
"67","B","D",795.380247619671,1,2,"experiment",67,34,"m","r"
"68","A","D",621.470797641771,1,2,"experiment",68,34,"m","r"
"69","A","E",798.20494722602,1,2,"experiment",69,34,"m","r"
"70","A","D",511.849992710788,1,2,"experiment",70,34,"m","r"
"71","B","D",538.913100604163,0,2,"experiment",71,34,"m","r"
"72","B","D",1143.28054882491,1,2,"experiment",72,34,"m","r"
"73","B","E",419.032090504778,1,2,"experiment",73,34,"m","r"
"74","A","C",655.969121682866,1,2,"experiment",74,34,"m","r"
"75","A","E",755.7807559018,0,2,"experiment",75,34,"m","r"
"76","A","C",700.155497817176,1,2,"experiment",76,34,"m","r"
"77","B","C",335.42939197176,1,2,"experiment",77,34,"m","r"
"78","B","C",508.108492445115,1,2,"experiment",78,34,"m","r"
"79","A","D",385.610407622135,1,2,"experiment",79,34,"m","r"
"80","B","D",546.53084024946,1,2,"experiment",80,34,"m","r"
"81","A","C",392.20221130327,1,2,"experiment",81,34,"m","r"
"82","B","C",321.680703525704,1,2,"experiment",82,34,"m","r"
"83","B","E",2632.98646910618,1,2,"experiment",83,34,"m","r"
"84","A","E",1092.3927586794,1,2,"experiment",84,34,"m","r"
"85","A","D",1428.15932814812,0,2,"experiment",85,34,"m","r"
"86","A","C",866.906816104951,1,2,"experiment",86,34,"m","r"
"87","B","D",342.278508934208,1,2,"experiment",87,34,"m","r"
"88","B","D",487.54508697181,0,2,"experiment",88,34,"m","r"
"89","A","D",607.389430451456,1,2,"experiment",89,34,"m","r"
"90","B","D",364.020203869014,0,2,"experiment",90,34,"m","r"
"91","A","C",458.450526386036,1,2,"experiment",91,34,"m","r"
"92","B","E",839.056689155417,1,2,"experiment",92,34,"m","r"
"93","B","E",566.517208754995,1,2,"experiment",93,34,"m","r"
"94","A","D",514.71549275771,1,2,"experiment",94,34,"m","r"
"95","B","D",365.347361431296,1,2,"experiment",95,34,"m","r"
"96","A","E",1059.86614220758,1,2,"experiment",96,34,"m","r"
"97","B","D",664.516146025203,0,2,"experiment",97,34,"m","r"
"98","A","C",864.942051781853,0,2,"experiment",98,34,"m","r"
"99","B","C",759.622138734734,1,2,"experiment",99,34,"m","r"
"100","B","C",1747.94331449408,1,2,"experiment",100,34,"m","r"
"101","B","E",635.004780727233,0,2,"experiment",101,34,"m","r"
"102","A","E",599.349492664143,1,2,"experiment",102,34,"m","r"
"103","A","C",519.224814772567,0,2,"experiment",103,34,"m","r"
"104","A","D",1133.2107821812,0,2,"experiment",104,34,"m","r"
"105","B","C",1568.72477350382,1,2,"experiment",105,34,"m","r"
"106","B","C",495.897806683914,1,2,"experiment",106,34,"m","r"
"107","B","D",537.942421825215,0,2,"experiment",107,34,"m","r"
"108","B","C",420.241539499933,1,2,"experiment",108,34,"m","r"
"109","A","E",1184.5260901499,1,2,"experiment",109,34,"m","r"
"110","A","D",649.918474839894,0,2,"experiment",110,34,"m","r"
"111","B","D",473.313250498905,1,2,"experiment",111,34,"m","r"
"112","B","C",2340.96101202103,0,2,"experiment",112,34,"m","r"
"113","A","E",901.508518792892,1,2,"experiment",113,34,"m","r"
"114","B","E",826.048114147961,1,2,"experiment",114,34,"m","r"
"115","B","E",918.173610303811,1,2,"experiment",115,34,"m","r"
"116","B","C",708.56344587086,1,2,"experiment",116,34,"m","r"
"117","B","C",1187.33965632202,1,2,"experiment",117,34,"m","r"
"118","A","D",526.059833524835,1,2,"experiment",118,34,"m","r"
"119","B","C",276.171411095202,1,2,"experiment",119,34,"m","r"
"120","B","D",890.477384626183,0,2,"experiment",120,34,"m","r"
"121","B","E",765.701847081316,1,2,"experiment",121,34,"m","r"
"122","A","D",569.096796673468,0,2,"experiment",122,34,"m","r"
"123","A","E",461.033897761343,0,2,"experiment",123,34,"m","r"
"124","B","E",1096.29981337882,1,2,"experiment",124,34,"m","r"
"125","B","C",726.81746510637,0,2,"experiment",125,34,"m","r"
"126","B","D",778.613036806531,1,2,"experiment",126,34,"m","r"
"127","B","C",212.048620166061,1,2,"experiment",127,34,"m","r"
"128","A","E",734.431284724588,0,2,"experiment",128,34,"m","r"
"129","B","C",619.296801246044,1,2,"experiment",129,34,"m","r"
"130","B","D",692.845782624595,0,2,"experiment",130,34,"m","r"
"131","B","D",1082.33001923604,0,2,"experiment",131,34,"m","r"
"132","A","D",822.649437385759,1,2,"experiment",132,34,"m","r"
"133","B","C",1184.28583437906,1,2,"experiment",133,34,"m","r"
"134","B","D",310.645255195165,0,2,"experiment",134,34,"m","r"
"135","A","E",532.649847121482,1,2,"experiment",135,34,"m","r"
"136","A","C",299.258936834664,1,2,"experiment",136,34,"m","r"
"137","B","D",677.738008672352,1,2,"experiment",137,34,"m","r"
"138","A","E",467.170326084766,1,2,"experiment",138,34,"m","r"
"139","A","D",1093.45973550614,1,2,"experiment",139,34,"m","r"
"140","A","C",513.556102555243,1,2,"experiment",140,34,"m","r"
"141","B","E",968.643219657928,1,2,"experiment",141,34,"m","r"
"142","B","D",785.601102056843,0,2,"experiment",142,34,"m","r"
"143","A","C",501.581960955317,0,2,"experiment",143,34,"m","r"
"144","A","C",515.308665769816,1,2,"experiment",144,34,"m","r"
"145","A","D",290.827647903758,0,2,"experiment",145,34,"m","r"
"146","A","D",571.151118586642,1,2,"experiment",146,34,"m","r"
"147","A","D",579.950705719277,1,2,"experiment",147,34,"m","r"
"148","B","C",306.663432913129,1,2,"experiment",148,34,"m","r"
"149","A","C",358.595042380187,1,2,"experiment",149,34,"m","r"
"150","B","D",383.035301892334,1,2,"experiment",150,34,"m","r"
"151","B","E",592.009924915441,0,2,"experiment",151,34,"m","r"
"152","B","C",493.701974542576,1,2,"experiment",152,34,"m","r"
"153","B","D",518.31164824566,0,2,"experiment",153,34,"m","r"
"154","A","C",623.987833575278,0,2,"experiment",154,34,"m","r"
"155","A","E",516.147910245852,1,2,"experiment",155,34,"m","r"
"156","A","C",396.17550562822,0,2,"experiment",156,34,"m","r"
"157","A","C",903.594165712795,1,2,"experiment",157,34,"m","r"
"158","B","E",551.802369316427,1,2,"experiment",158,34,"m","r"
"159","A","D",609.917521411959,1,2,"experiment",159,34,"m","r"
"160","B","E",610.146646689622,0,2,"experiment",160,34,"m","r"
"161","A","D",897.292908957972,1,2,"experiment",161,34,"m","r"
"162","A","D",508.251475840297,1,2,"experiment",162,34,"m","r"
"163","A","C",792.994855319067,1,2,"experiment",163,34,"m","r"
"164","A","D",715.702481361809,1,2,"experiment",164,34,"m","r"
"165","A","E",535.545376600422,1,2,"experiment",165,34,"m","r"
"166","A","E",1231.91567305069,0,2,"experiment",166,34,"m","r"
"167","A","C",600.564396251864,1,2,"experiment",167,34,"m","r"
"168","B","C",287.751308135778,1,2,"experiment",168,34,"m","r"
"169","A","E",622.082397535709,1,2,"experiment",169,34,"m","r"
"170","B","D",481.896066059307,1,2,"experiment",170,34,"m","r"
"171","B","C",293.133593569276,1,2,"experiment",171,34,"m","r"
"172","A","E",704.055857505671,1,2,"experiment",172,34,"m","r"
"173","A","C",833.991839948445,1,2,"experiment",173,34,"m","r"
"174","A","D",451.341155439764,0,2,"experiment",174,34,"m","r"
"175","A","D",438.19792291626,1,2,"experiment",175,34,"m","r"
"176","A","C",225.654743609422,0,2,"experiment",176,34,"m","r"
"177","B","C",280.337822341849,1,2,"experiment",177,34,"m","r"
"178","B","D",411.373434791571,0,2,"experiment",178,34,"m","r"
"179","A","D",1231.31061032914,1,2,"experiment",179,34,"m","r"
"180","A","E",405.440958758809,1,2,"experiment",180,34,"m","r"
"181","A","C",461.930139722052,0,2,"experiment",181,34,"m","r"
"182","B","E",892.126686870746,0,2,"experiment",182,34,"m","r"
"183","B","D",757.630005300137,1,2,"experiment",183,34,"m","r"
"184","B","C",540.337921548604,0,2,"experiment",184,34,"m","r"
"185","A","E",709.654929665153,0,2,"experiment",185,34,"m","r"
"186","A","E",383.493321905638,0,2,"experiment",186,34,"m","r"
"187","A","E",810.775291820695,1,2,"experiment",187,34,"m","r"
"188","A","D",578.900327317137,1,2,"experiment",188,34,"m","r"
"189","A","E",422.988617002059,1,2,"experiment",189,34,"m","r"
"190","B","E",1320.44977204188,1,2,"experiment",190,34,"m","r"
"191","B","E",759.618819821592,1,2,"experiment",191,34,"m","r"
"192","A","D",422.79635795675,1,2,"experiment",192,34,"m","r"
"193","A","E",290.942431091576,1,2,"experiment",193,34,"m","r"
"194","A","D",469.2985891873,1,2,"experiment",194,34,"m","r"
"195","A","C",424.340157213488,1,2,"experiment",195,34,"m","r"
"196","A","E",856.181962374548,1,2,"experiment",196,34,"m","r"
"197","B","C",816.430953674472,1,2,"experiment",197,34,"m","r"
"198","B","C",498.735691419308,1,2,"experiment",198,34,"m","r"
"199","A","E",212.285868093138,1,2,"experiment",199,34,"m","r"
"200","A","C",507.448744192599,1,2,"experiment",200,34,"m","r"
"201","B","D",681.592403698868,1,2,"experiment",201,34,"m","r"
"202","A","C",325.033099663599,1,2,"experiment",202,34,"m","r"
"203","B","C",1719.24143414094,1,2,"experiment",203,34,"m","r"
"204","B","C",395.817290360506,1,2,"experiment",204,34,"m","r"
"205","B","E",406.265774572754,1,2,"experiment",205,34,"m","r"
"206","B","D",527.828522170032,1,2,"experiment",206,34,"m","r"
"207","A","C",632.448577779376,1,2,"experiment",207,34,"m","r"
"208","B","C",291.13710205657,1,2,"experiment",208,34,"m","r"
"209","B","D",888.157912948,1,2,"experiment",209,34,"m","r"
"210","B","D",490.053770952861,1,2,"experiment",210,34,"m","r"
"211","A","C",1053.79113008586,1,2,"experiment",211,34,"m","r"
"212","B","E",968.223989060014,1,2,"experiment",212,34,"m","r"
"213","A","C",249.281257322845,0,2,"experiment",213,34,"m","r"
"214","B","D",525.158294357349,1,2,"experiment",214,34,"m","r"
"215","A","C",367.877927031209,1,2,"experiment",215,34,"m","r"
"216","B","E",765.001534190197,1,2,"experiment",216,34,"m","r"
"217","A","C",662.464469473844,1,2,"experiment",217,34,"m","r"
"218","B","C",614.982854232903,1,2,"experiment",218,34,"m","r"
"219","B","C",372.529795107153,1,2,"experiment",219,34,"m","r"
"220","B","E",732.01125261251,1,2,"experiment",220,34,"m","r"
"221","B","E",714.4923538469,1,2,"experiment",221,34,"m","r"
"222","B","E",1017.70070503515,0,2,"experiment",222,34,"m","r"
"223","B","D",860.238205319834,1,2,"experiment",223,34,"m","r"
"224","B","C",736.262579405004,1,2,"experiment",224,34,"m","r"
"225","A","E",1606.17971840768,1,2,"experiment",225,34,"m","r"
"226","B","C",465.216663766998,1,2,"experiment",226,34,"m","r"
"227","A","C",646.148984589561,1,2,"experiment",227,34,"m","r"
"228","B","C",269.761648098889,1,2,"experiment",228,34,"m","r"
"229","B","C",317.390321088987,1,2,"experiment",229,34,"m","r"
"230","A","E",335.460576450857,1,2,"experiment",230,34,"m","r"
"231","A","E",721.19075343696,1,2,"experiment",231,34,"m","r"
"232","B","C",480.116260226553,1,2,"experiment",232,34,"m","r"
"233","B","D",1095.52413566546,1,2,"experiment",233,34,"m","r"
"234","B","E",551.457966362585,1,2,"experiment",234,34,"m","r"
"235","A","D",713.809058858337,1,2,"experiment",235,34,"m","r"
"236","B","C",404.492009994869,0,2,"experiment",236,34,"m","r"
"237","A","D",639.595864577256,1,2,"experiment",237,34,"m","r"
"238","A","D",1927.26753954758,1,2,"experiment",238,34,"m","r"
"239","B","D",447.427251030629,1,2,"experiment",239,34,"m","r"
"240","A","E",508.819169989228,1,2,"experiment",240,34,"m","r"
"241","A","C",465.814951958544,1,2,"experiment",241,34,"m","r"
"242","A","E",524.736549654577,1,2,"experiment",242,34,"m","r"
"243","B","E",1029.9519127854,0,2,"experiment",243,34,"m","r"
"244","B","E",876.971067818313,1,2,"experiment",244,34,"m","r"
"245","A","C",453.355772564491,0,2,"experiment",245,34,"m","r"
"246","B","D",680.033155624783,0,2,"experiment",246,34,"m","r"
"247","B","C",353.988835733204,0,2,"experiment",247,34,"m","r"
"248","A","D",567.610478633393,1,2,"experiment",248,34,"m","r"
"249","A","D",547.351666166321,1,2,"experiment",249,34,"m","r"
"250","A","D",565.374736767388,1,2,"experiment",250,34,"m","r"
"251","B","E",570.709884115584,1,2,"experiment",251,34,"m","r"
"252","A","E",599.583867596828,1,2,"experiment",252,34,"m","r"
"253","A","E",820.785217120909,1,2,"experiment",253,34,"m","r"
"254","A","C",1162.04639909863,1,2,"experiment",254,34,"m","r"
"255","B","C",506.967421362741,1,2,"experiment",255,34,"m","r"
"256","B","E",663.369967746878,1,2,"experiment",256,34,"m","r"
"257","B","D",654.052118096664,1,2,"experiment",257,34,"m","r"
"258","B","C",322.566356358965,1,2,"experiment",258,34,"m","r"
"259","B","E",1047.90783377273,1,2,"experiment",259,34,"m","r"
"260","B","D",476.875221330362,1,2,"experiment",260,34,"m","r"
"261","B","D",575.149569283729,1,2,"experiment",261,34,"m","r"
"262","A","C",379.218970551832,1,2,"experiment",262,34,"m","r"
"263","A","E",571.403509532451,1,2,"experiment",263,34,"m","r"
"264","A","D",568.098571846748,1,2,"experiment",264,34,"m","r"
"265","B","D",836.258538707316,1,2,"experiment",265,34,"m","r"
"266","A","C",424.411868964514,1,2,"experiment",266,34,"m","r"
"267","B","E",803.438663050103,1,2,"experiment",267,34,"m","r"
"268","A","E",867.139957845727,0,2,"experiment",268,34,"m","r"
"269","B","C",254.871741639562,1,2,"experiment",269,34,"m","r"
"270","B","E",696.069088255939,1,2,"experiment",270,34,"m","r"
"271","A","D",571.838730950507,1,2,"experiment",271,34,"m","r"
"272","A","C",698.996689431284,1,2,"experiment",272,34,"m","r"
"273","A","C",405.144631827612,1,2,"experiment",273,34,"m","r"
"274","A","D",741.967450105849,1,2,"experiment",274,34,"m","r"
"275","A","D",953.968017317034,1,2,"experiment",275,34,"m","r"
"276","A","D",550.620254401543,1,2,"experiment",276,34,"m","r"
"277","A","D",647.804006652967,1,2,"experiment",277,34,"m","r"
"278","A","D",876.435371215216,1,2,"experiment",278,34,"m","r"
"279","A","D",320.020066134845,1,2,"experiment",279,34,"m","r"
"280","B","C",412.512189113063,1,2,"experiment",280,34,"m","r"
"281","B","C",760.672049230974,0,2,"experiment",281,34,"m","r"
"282","A","E",606.404825170556,1,2,"experiment",282,34,"m","r"
"283","A","E",405.72261830005,0,2,"experiment",283,34,"m","r"
"284","A","D",1056.18997328633,1,2,"experiment",284,34,"m","r"
"285","A","D",741.753546654944,0,2,"experiment",285,34,"m","r"
"286","B","E",495.611937278025,1,2,"experiment",286,34,"m","r"
"287","B","D",775.315920797738,1,2,"experiment",287,34,"m","r"
"288","A","E",1207.56181779606,1,2,"experiment",288,34,"m","r"
"289","A","E",563.337880761881,1,2,"experiment",289,34,"m","r"
"290","A","C",356.043713128007,0,2,"experiment",290,34,"m","r"
"291","B","D",502.538657001158,1,2,"experiment",291,34,"m","r"
"292","B","E",577.187182934364,1,2,"experiment",292,34,"m","r"
"293","A","C",554.607106583407,0,2,"experiment",293,34,"m","r"
"294","A","E",551.604340370399,0,2,"experiment",294,34,"m","r"
"295","A","D",570.914422827927,1,2,"experiment",295,34,"m","r"
"296","A","E",626.881760719249,1,2,"experiment",296,34,"m","r"
"297","B","E",569.534032012442,1,2,"experiment",297,34,"m","r"
"298","B","D",548.311584334953,1,2,"experiment",298,34,"m","r"
"299","B","E",978.734453560978,1,2,"experiment",299,34,"m","r"
"300","B","E",790.846492448435,1,2,"experiment",300,34,"m","r"
"301","B","E",944.244630753395,0,2,"experiment",301,34,"m","r"
"302","A","C",1115.01163227806,0,2,"experiment",302,34,"m","r"
"303","A","C",511.669931844554,1,2,"experiment",303,34,"m","r"
"304","B","D",434.969441519648,1,2,"experiment",304,34,"m","r"
"305","B","D",556.971725124475,1,2,"experiment",305,34,"m","r"
"306","A","D",911.581251873418,1,2,"experiment",306,34,"m","r"
"307","A","D",516.938724299309,1,2,"experiment",307,34,"m","r"
"308","B","C",695.401457528633,1,2,"experiment",308,34,"m","r"
"309","B","E",703.216658830114,1,2,"experiment",309,34,"m","r"
"310","A","D",346.32784873243,1,2,"experiment",310,34,"m","r"
"311","A","C",1365.22364475843,1,2,"experiment",311,34,"m","r"
"312","A","D",760.251272846367,1,2,"experiment",312,34,"m","r"
"313","B","E",1023.56392424425,1,2,"experiment",313,34,"m","r"
"314","B","D",281.712032807401,1,2,"experiment",314,34,"m","r"
"315","B","E",892.349593082793,1,2,"experiment",315,34,"m","r"
"316","B","D",710.811858090584,1,2,"experiment",316,34,"m","r"
"317","A","E",577.662397458887,0,2,"experiment",317,34,"m","r"
"318","B","E",488.623253220113,1,2,"experiment",318,34,"m","r"
"319","B","C",318.012389708073,1,2,"experiment",319,34,"m","r"
"320","B","C",387.407590131731,1,2,"experiment",320,34,"m","r"
"321","A","E",810.417561222454,0,2,"experiment",321,34,"m","r"
"322","B","E",1147.88259142322,1,2,"experiment",322,34,"m","r"
"323","B","C",350.898139868922,1,2,"experiment",323,34,"m","r"
"324","B","E",1097.06399256459,1,2,"experiment",324,34,"m","r"
"325","B","D",1255.55230812096,1,2,"experiment",325,34,"m","r"
"326","A","D",815.957245990012,1,2,"experiment",326,34,"m","r"
"327","A","D",1089.10673017757,1,2,"experiment",327,34,"m","r"
"328","B","C",844.759105682749,1,2,"experiment",328,34,"m","r"
"329","B","C",314.191192606202,1,2,"experiment",329,34,"m","r"
"330","B","C",586.262229980797,1,2,"experiment",330,34,"m","r"
"331","B","E",358.972809321553,1,2,"experiment",331,34,"m","r"
"332","A","E",1819.20308376074,1,2,"experiment",332,34,"m","r"
"333","B","C",216.091863689057,1,2,"experiment",333,34,"m","r"
"334","A","E",1111.05890240741,1,2,"experiment",334,34,"m","r"
"335","B","C",257.791803581559,0,2,"experiment",335,34,"m","r"
"336","B","E",386.600940896023,1,2,"experiment",336,34,"m","r"
"337","A","E",787.643260205461,0,2,"experiment",337,34,"m","r"
"338","A","C",775.385642053858,1,2,"experiment",338,34,"m","r"
"339","A","E",562.274737124136,1,2,"experiment",339,34,"m","r"
"340","B","D",397.797448631705,0,2,"experiment",340,34,"m","r"
"341","B","E",1098.18430960036,1,2,"experiment",341,34,"m","r"
"342","B","D",412.489107890599,1,2,"experiment",342,34,"m","r"
"343","B","C",531.586635928908,1,2,"experiment",343,34,"m","r"
"344","B","D",413.636838147415,1,2,"experiment",344,34,"m","r"
"345","A","D",604.855316171472,1,2,"experiment",345,34,"m","r"
"346","B","D",538.063128404548,1,2,"experiment",346,34,"m","r"
"347","A","C",402.547255784432,0,2,"experiment",347,34,"m","r"
"348","A","C",299.499438103523,1,2,"experiment",348,34,"m","r"
"349","A","E",359.531096921075,1,2,"experiment",349,34,"m","r"
"350","B","D",808.090429302212,1,2,"experiment",350,34,"m","r"
"351","B","E",657.840114022929,1,2,"experiment",351,34,"m","r"
"352","B","E",707.635483519274,1,2,"experiment",352,34,"m","r"
"353","A","C",601.879121959013,0,2,"experiment",353,34,"m","r"
"354","A","D",907.748985216703,1,2,"experiment",354,34,"m","r"
"355","A","D",1082.91466150669,1,2,"experiment",355,34,"m","r"
"356","B","D",400.851249949442,1,2,"experiment",356,34,"m","r"
"357","B","D",255.065776397612,1,2,"experiment",357,34,"m","r"
"358","B","C",395.88050235347,1,2,"experiment",358,34,"m","r"
"359","A","C",455.663523641243,1,2,"experiment",359,34,"m","r"
"360","B","C",305.258266757829,1,2,"experiment",360,34,"m","r"
