"","Condition1","Condition2","rt","corr","id","phase","trial","age","gender","hand"
"65","B","E",688.783897436045,1,9,"experiment",65,29,"w","r"
"66","B","E",916.199102661303,0,9,"experiment",66,29,"w","r"
"67","A","C",522.833406296498,0,9,"experiment",67,29,"w","r"
"68","A","E",893.488927050788,1,9,"experiment",68,29,"w","r"
"69","A","C",451.33108569363,1,9,"experiment",69,29,"w","r"
"70","A","D",626.338383763128,1,9,"experiment",70,29,"w","r"
"71","A","E",953.515566125328,1,9,"experiment",71,29,"w","r"
"72","B","E",1047.40035463529,1,9,"experiment",72,29,"w","r"
"73","A","C",816.507098992356,1,9,"experiment",73,29,"w","r"
"74","A","C",509.187217618254,1,9,"experiment",74,29,"w","r"
"75","B","D",2861.81727854822,1,9,"experiment",75,29,"w","r"
"76","B","C",481.912530440153,1,9,"experiment",76,29,"w","r"
"77","B","C",478.230418490086,0,9,"experiment",77,29,"w","r"
"78","A","E",694.386418903061,1,9,"experiment",78,29,"w","r"
"79","A","E",913.924399873319,1,9,"experiment",79,29,"w","r"
"80","A","D",650.509803025921,1,9,"experiment",80,29,"w","r"
"81","A","E",660.037016142883,1,9,"experiment",81,29,"w","r"
"82","B","E",1142.4186549132,1,9,"experiment",82,29,"w","r"
"83","A","D",680.103360114576,1,9,"experiment",83,29,"w","r"
"84","B","D",512.607953091145,1,9,"experiment",84,29,"w","r"
"85","A","E",647.336438195623,1,9,"experiment",85,29,"w","r"
"86","A","D",634.857299639803,0,9,"experiment",86,29,"w","r"
"87","A","E",765.69293697595,1,9,"experiment",87,29,"w","r"
"88","B","E",1041.14178148657,1,9,"experiment",88,29,"w","r"
"89","A","C",369.743259936878,1,9,"experiment",89,29,"w","r"
"90","A","E",483.575745361957,0,9,"experiment",90,29,"w","r"
"91","A","E",1014.67826306944,1,9,"experiment",91,29,"w","r"
"92","B","C",193.372320158556,1,9,"experiment",92,29,"w","r"
"93","B","E",798.911706541107,1,9,"experiment",93,29,"w","r"
"94","B","D",523.568124174014,0,9,"experiment",94,29,"w","r"
"95","B","D",768.172183281752,1,9,"experiment",95,29,"w","r"
"96","A","E",640.83986981075,1,9,"experiment",96,29,"w","r"
"97","B","D",1103.85614008238,1,9,"experiment",97,29,"w","r"
"98","A","C",450.127282229119,1,9,"experiment",98,29,"w","r"
"99","A","E",540.123559159246,1,9,"experiment",99,29,"w","r"
"100","B","C",358.990625842493,1,9,"experiment",100,29,"w","r"
"101","A","E",1045.57783040694,1,9,"experiment",101,29,"w","r"
"102","A","C",452.717365288133,1,9,"experiment",102,29,"w","r"
"103","A","C",519.094631850325,1,9,"experiment",103,29,"w","r"
"104","B","D",1768.0772672357,1,9,"experiment",104,29,"w","r"
"105","A","D",811.327757821132,1,9,"experiment",105,29,"w","r"
"106","A","E",771.496975290246,0,9,"experiment",106,29,"w","r"
"107","A","D",503.523497568046,1,9,"experiment",107,29,"w","r"
"108","A","D",520.838572581451,1,9,"experiment",108,29,"w","r"
"109","A","E",625.533042864532,1,9,"experiment",109,29,"w","r"
"110","B","D",554.248663609313,1,9,"experiment",110,29,"w","r"
"111","B","C",763.641535400492,1,9,"experiment",111,29,"w","r"
"112","B","C",353.728731243362,0,9,"experiment",112,29,"w","r"
"113","B","D",616.073619518945,1,9,"experiment",113,29,"w","r"
"114","B","E",789.77073038408,0,9,"experiment",114,29,"w","r"
"115","B","E",749.072509412922,1,9,"experiment",115,29,"w","r"
"116","A","C",266.153950485834,1,9,"experiment",116,29,"w","r"
"117","A","C",750.567219987208,1,9,"experiment",117,29,"w","r"
"118","A","E",822.337613963222,1,9,"experiment",118,29,"w","r"
"119","A","D",738.108432859966,1,9,"experiment",119,29,"w","r"
"120","A","D",691.327259433706,0,9,"experiment",120,29,"w","r"
"121","A","C",861.172201736828,1,9,"experiment",121,29,"w","r"
"122","B","C",163.229847677976,0,9,"experiment",122,29,"w","r"
"123","A","C",456.440141396239,1,9,"experiment",123,29,"w","r"
"124","B","E",1041.10035071779,1,9,"experiment",124,29,"w","r"
"125","B","E",744.823183624903,1,9,"experiment",125,29,"w","r"
"126","B","D",640.909180787382,1,9,"experiment",126,29,"w","r"
"127","B","C",501.537294440353,1,9,"experiment",127,29,"w","r"
"128","A","E",841.787309775773,1,9,"experiment",128,29,"w","r"
"129","A","E",1292.21830679967,1,9,"experiment",129,29,"w","r"
"130","B","D",579.20019353133,0,9,"experiment",130,29,"w","r"
"131","A","C",953.246474164561,1,9,"experiment",131,29,"w","r"
"132","A","D",664.782291606886,1,9,"experiment",132,29,"w","r"
"133","B","E",866.510812743699,0,9,"experiment",133,29,"w","r"
"134","B","D",773.664156546892,0,9,"experiment",134,29,"w","r"
"135","B","C",483.560602826664,0,9,"experiment",135,29,"w","r"
"136","A","E",798.997137341924,0,9,"experiment",136,29,"w","r"
"137","A","E",649.642516799884,1,9,"experiment",137,29,"w","r"
"138","B","D",817.729121988336,1,9,"experiment",138,29,"w","r"
"139","B","C",310.494788528936,1,9,"experiment",139,29,"w","r"
"140","B","C",326.90809875595,1,9,"experiment",140,29,"w","r"
"141","A","D",1408.02357639903,1,9,"experiment",141,29,"w","r"
"142","B","C",739.854608208794,0,9,"experiment",142,29,"w","r"
"143","A","D",620.496556522555,1,9,"experiment",143,29,"w","r"
"144","B","C",711.010687849174,1,9,"experiment",144,29,"w","r"
"145","A","D",655.514813133521,1,9,"experiment",145,29,"w","r"
"146","B","D",894.706540547127,1,9,"experiment",146,29,"w","r"
"147","A","D",636.74237989422,1,9,"experiment",147,29,"w","r"
"148","B","D",834.080032524616,1,9,"experiment",148,29,"w","r"
"149","A","D",508.822409305369,1,9,"experiment",149,29,"w","r"
"150","A","D",753.082425424247,1,9,"experiment",150,29,"w","r"
"151","A","D",678.564207803307,1,9,"experiment",151,29,"w","r"
"152","A","C",629.528226895103,1,9,"experiment",152,29,"w","r"
"153","A","C",409.333139269588,1,9,"experiment",153,29,"w","r"
"154","B","D",703.850595395686,1,9,"experiment",154,29,"w","r"
"155","B","C",101.667475806676,0,9,"experiment",155,29,"w","r"
"156","B","D",783.647855244683,1,9,"experiment",156,29,"w","r"
"157","B","D",1025.64022764297,1,9,"experiment",157,29,"w","r"
"158","A","C",285.295712819422,1,9,"experiment",158,29,"w","r"
"159","A","D",944.749108880164,1,9,"experiment",159,29,"w","r"
"160","B","C",150.422577559118,1,9,"experiment",160,29,"w","r"
"161","B","E",1128.64387595452,0,9,"experiment",161,29,"w","r"
"162","A","E",761.97649901651,0,9,"experiment",162,29,"w","r"
"163","B","D",702.467320275409,0,9,"experiment",163,29,"w","r"
"164","B","C",1726.82341062079,1,9,"experiment",164,29,"w","r"
"165","B","E",637.325915545423,1,9,"experiment",165,29,"w","r"
"166","A","D",604.53840022371,1,9,"experiment",166,29,"w","r"
"167","B","E",834.129316285951,0,9,"experiment",167,29,"w","r"
"168","A","D",551.854159857394,1,9,"experiment",168,29,"w","r"
"169","B","E",664.96920872399,1,9,"experiment",169,29,"w","r"
"170","A","C",681.028922445059,0,9,"experiment",170,29,"w","r"
"171","B","C",785.676704932762,1,9,"experiment",171,29,"w","r"
"172","B","D",623.772508805639,1,9,"experiment",172,29,"w","r"
"173","B","D",541.639996732427,1,9,"experiment",173,29,"w","r"
"174","A","D",391.978277558676,1,9,"experiment",174,29,"w","r"
"175","B","D",850.822217598785,1,9,"experiment",175,29,"w","r"
"176","A","E",891.273837734292,1,9,"experiment",176,29,"w","r"
"177","B","D",1066.45641945191,1,9,"experiment",177,29,"w","r"
"178","B","D",890.395264923698,1,9,"experiment",178,29,"w","r"
"179","B","C",219.526955710428,1,9,"experiment",179,29,"w","r"
"180","B","E",891.680281478774,0,9,"experiment",180,29,"w","r"
"181","A","C",385.977453100723,1,9,"experiment",181,29,"w","r"
"182","B","E",698.730273353522,1,9,"experiment",182,29,"w","r"
"183","B","C",400.892926920068,1,9,"experiment",183,29,"w","r"
"184","B","E",1036.22131546416,1,9,"experiment",184,29,"w","r"
"185","A","C",203.667029971419,1,9,"experiment",185,29,"w","r"
"186","B","D",995.320029878188,1,9,"experiment",186,29,"w","r"
"187","A","E",567.272477244482,1,9,"experiment",187,29,"w","r"
"188","B","C",486.831113084233,1,9,"experiment",188,29,"w","r"
"189","B","C",128.908601616475,1,9,"experiment",189,29,"w","r"
"190","B","D",1057.71375426939,1,9,"experiment",190,29,"w","r"
"191","A","D",604.02550430718,1,9,"experiment",191,29,"w","r"
"192","A","E",821.169436996369,1,9,"experiment",192,29,"w","r"
"193","B","E",750.867596876762,0,9,"experiment",193,29,"w","r"
"194","B","C",310.59681238268,1,9,"experiment",194,29,"w","r"
"195","B","E",631.170997983773,1,9,"experiment",195,29,"w","r"
"196","A","C",232.896242775459,1,9,"experiment",196,29,"w","r"
"197","B","E",737.459208744236,0,9,"experiment",197,29,"w","r"
"198","B","E",818.690010884493,1,9,"experiment",198,29,"w","r"
"199","A","E",571.45032913172,1,9,"experiment",199,29,"w","r"
"200","A","C",933.965495635132,0,9,"experiment",200,29,"w","r"
"201","B","C",556.290144964115,1,9,"experiment",201,29,"w","r"
"202","A","C",331.956138749572,1,9,"experiment",202,29,"w","r"
"203","A","D",1320.51245929645,0,9,"experiment",203,29,"w","r"
"204","A","E",892.220432304811,1,9,"experiment",204,29,"w","r"
"205","A","E",757.674927772608,0,9,"experiment",205,29,"w","r"
"206","A","C",651.425082229663,0,9,"experiment",206,29,"w","r"
"207","A","D",616.146086135657,1,9,"experiment",207,29,"w","r"
"208","A","C",193.464918435738,1,9,"experiment",208,29,"w","r"
"209","A","E",812.198194711686,1,9,"experiment",209,29,"w","r"
"210","B","E",1056.93336992119,1,9,"experiment",210,29,"w","r"
"211","A","E",1539.55785942973,1,9,"experiment",211,29,"w","r"
"212","A","E",639.286495384171,1,9,"experiment",212,29,"w","r"
"213","A","E",543.084473616727,1,9,"experiment",213,29,"w","r"
"214","B","C",212.554054275724,1,9,"experiment",214,29,"w","r"
"215","A","E",1271.21151607515,1,9,"experiment",215,29,"w","r"
"216","A","D",269.77585591838,1,9,"experiment",216,29,"w","r"
"217","A","D",1732.49936706743,1,9,"experiment",217,29,"w","r"
"218","B","C",231.399638160559,1,9,"experiment",218,29,"w","r"
"219","A","D",755.647836504485,0,9,"experiment",219,29,"w","r"
"220","B","C",872.443663399061,1,9,"experiment",220,29,"w","r"
"221","A","D",503.428038550523,1,9,"experiment",221,29,"w","r"
"222","A","C",758.754177315971,1,9,"experiment",222,29,"w","r"
"223","A","D",587.633986909731,1,9,"experiment",223,29,"w","r"
"224","A","D",894.473888939415,1,9,"experiment",224,29,"w","r"
"225","B","D",1084.31392676285,1,9,"experiment",225,29,"w","r"
"226","A","D",1094.07991516466,0,9,"experiment",226,29,"w","r"
"227","A","E",858.425004098573,0,9,"experiment",227,29,"w","r"
"228","B","E",830.325447332248,0,9,"experiment",228,29,"w","r"
"229","A","E",1440.81158700945,1,9,"experiment",229,29,"w","r"
"230","B","E",983.257580494919,0,9,"experiment",230,29,"w","r"
"231","A","D",681.408047766462,1,9,"experiment",231,29,"w","r"
"232","A","C",433.505495605815,1,9,"experiment",232,29,"w","r"
"233","B","E",849.212367116055,1,9,"experiment",233,29,"w","r"
"234","A","C",706.386545339331,0,9,"experiment",234,29,"w","r"
"235","B","E",822.615670875265,1,9,"experiment",235,29,"w","r"
"236","B","C",452.689434513067,0,9,"experiment",236,29,"w","r"
"237","A","C",856.985251467416,1,9,"experiment",237,29,"w","r"
"238","A","D",577.229904931441,1,9,"experiment",238,29,"w","r"
"239","B","E",763.826468581025,1,9,"experiment",239,29,"w","r"
"240","A","C",687.52297809891,1,9,"experiment",240,29,"w","r"
"241","B","D",646.265484847223,1,9,"experiment",241,29,"w","r"
"242","A","E",680.535302249603,1,9,"experiment",242,29,"w","r"
"243","A","C",721.005686753448,1,9,"experiment",243,29,"w","r"
"244","B","D",1186.28782366457,1,9,"experiment",244,29,"w","r"
"245","B","D",364.872046291131,1,9,"experiment",245,29,"w","r"
"246","A","E",780.921095896563,1,9,"experiment",246,29,"w","r"
"247","B","D",718.228394354637,1,9,"experiment",247,29,"w","r"
"248","B","E",1242.4779428859,1,9,"experiment",248,29,"w","r"
"249","A","C",660.019588450818,0,9,"experiment",249,29,"w","r"
"250","A","C",854.93669286551,1,9,"experiment",250,29,"w","r"
"251","B","E",909.358849578244,1,9,"experiment",251,29,"w","r"
"252","A","E",619.516477174077,1,9,"experiment",252,29,"w","r"
"253","B","D",752.210920621365,1,9,"experiment",253,29,"w","r"
"254","A","D",1013.6004861799,1,9,"experiment",254,29,"w","r"
"255","B","C",263.833729539207,1,9,"experiment",255,29,"w","r"
"256","A","D",852.063709957274,1,9,"experiment",256,29,"w","r"
"257","A","E",1009.15658595266,0,9,"experiment",257,29,"w","r"
"258","B","D",665.979326962606,1,9,"experiment",258,29,"w","r"
"259","A","E",755.333705264664,1,9,"experiment",259,29,"w","r"
"260","B","C",703.396973696971,0,9,"experiment",260,29,"w","r"
"261","B","E",1051.31040764216,1,9,"experiment",261,29,"w","r"
"262","B","E",877.941798938509,1,9,"experiment",262,29,"w","r"
"263","A","D",830.449585465853,0,9,"experiment",263,29,"w","r"
"264","A","C",878.588728322316,1,9,"experiment",264,29,"w","r"
"265","A","E",797.216288362268,1,9,"experiment",265,29,"w","r"
"266","B","C",277.298965296995,1,9,"experiment",266,29,"w","r"
"267","B","D",594.886094363129,1,9,"experiment",267,29,"w","r"
"268","A","D",823.935839128525,1,9,"experiment",268,29,"w","r"
"269","A","E",944.639769966095,1,9,"experiment",269,29,"w","r"
"270","B","D",811.491246131776,1,9,"experiment",270,29,"w","r"
"271","A","D",638.287619245674,1,9,"experiment",271,29,"w","r"
"272","A","E",610.276324110978,0,9,"experiment",272,29,"w","r"
"273","A","D",803.245905139593,1,9,"experiment",273,29,"w","r"
"274","B","E",883.020059424997,1,9,"experiment",274,29,"w","r"
"275","B","C",462.094059135984,1,9,"experiment",275,29,"w","r"
"276","A","C",784.150553021479,1,9,"experiment",276,29,"w","r"
"277","B","E",941.294124614255,1,9,"experiment",277,29,"w","r"
"278","A","C",789.273604628694,1,9,"experiment",278,29,"w","r"
"279","A","D",1587.36557141328,1,9,"experiment",279,29,"w","r"
"280","A","E",1021.66361933099,1,9,"experiment",280,29,"w","r"
"281","A","C",680.864717881684,0,9,"experiment",281,29,"w","r"
"282","B","D",847.031907703586,1,9,"experiment",282,29,"w","r"
"283","A","C",454.656222766704,0,9,"experiment",283,29,"w","r"
"284","B","E",836.37888042091,0,9,"experiment",284,29,"w","r"
"285","A","E",591.684981943745,1,9,"experiment",285,29,"w","r"
"286","B","D",687.405783745252,1,9,"experiment",286,29,"w","r"
"287","A","C",662.199029604181,1,9,"experiment",287,29,"w","r"
"288","B","E",1196.06083878828,0,9,"experiment",288,29,"w","r"
"289","B","D",912.527919281944,1,9,"experiment",289,29,"w","r"
"290","A","C",477.666798569845,1,9,"experiment",290,29,"w","r"
"291","A","C",512.631023877349,1,9,"experiment",291,29,"w","r"
"292","B","C",570.246628839332,1,9,"experiment",292,29,"w","r"
"293","A","E",686.899930228896,1,9,"experiment",293,29,"w","r"
"294","B","E",1145.9127710874,1,9,"experiment",294,29,"w","r"
"295","A","E",898.820848546181,0,9,"experiment",295,29,"w","r"
"296","B","D",591.19480087027,1,9,"experiment",296,29,"w","r"
"297","A","D",875.185303015336,1,9,"experiment",297,29,"w","r"
"298","A","C",550.524642212306,1,9,"experiment",298,29,"w","r"
"299","A","D",529.560084863033,1,9,"experiment",299,29,"w","r"
"300","A","C",507.532857863273,1,9,"experiment",300,29,"w","r"
"301","B","C",2690.8608084531,1,9,"experiment",301,29,"w","r"
"302","B","C",248.450724776443,1,9,"experiment",302,29,"w","r"
"303","B","C",321.469312948228,1,9,"experiment",303,29,"w","r"
"304","B","C",573.941371040145,1,9,"experiment",304,29,"w","r"
"305","B","D",1258.18346227379,0,9,"experiment",305,29,"w","r"
"306","A","C",494.468684980147,1,9,"experiment",306,29,"w","r"
"307","A","C",1377.96111147317,0,9,"experiment",307,29,"w","r"
"308","B","D",657.379531903763,1,9,"experiment",308,29,"w","r"
"309","B","D",556.641907198275,1,9,"experiment",309,29,"w","r"
"310","A","E",873.44654177261,1,9,"experiment",310,29,"w","r"
"311","A","D",413.230034776399,1,9,"experiment",311,29,"w","r"
"312","B","E",1175.16754225286,1,9,"experiment",312,29,"w","r"
"313","B","E",789.227306279348,1,9,"experiment",313,29,"w","r"
"314","B","C",611.24489602787,1,9,"experiment",314,29,"w","r"
"315","B","C",116.822789664993,1,9,"experiment",315,29,"w","r"
"316","B","C",475.722175911951,1,9,"experiment",316,29,"w","r"
"317","B","C",218.949833940724,1,9,"experiment",317,29,"w","r"
"318","A","E",686.009472315974,1,9,"experiment",318,29,"w","r"
"319","A","E",719.86076347895,1,9,"experiment",319,29,"w","r"
"320","B","D",557.362926910093,1,9,"experiment",320,29,"w","r"
"321","A","C",558.891325185641,1,9,"experiment",321,29,"w","r"
"322","B","C",783.849380186397,1,9,"experiment",322,29,"w","r"
"323","B","C",68.2132838514528,1,9,"experiment",323,29,"w","r"
"324","B","C",992.439333519752,1,9,"experiment",324,29,"w","r"
"325","B","E",627.869122202034,1,9,"experiment",325,29,"w","r"
"326","B","C",134.540790134113,0,9,"experiment",326,29,"w","r"
"327","B","E",572.825085432857,1,9,"experiment",327,29,"w","r"
"328","A","D",600.221987858074,1,9,"experiment",328,29,"w","r"
"329","B","D",986.316947980055,1,9,"experiment",329,29,"w","r"
"330","B","C",461.95353382638,1,9,"experiment",330,29,"w","r"
"331","A","C",586.488515094728,1,9,"experiment",331,29,"w","r"
"332","A","E",967.283327464184,1,9,"experiment",332,29,"w","r"
"333","B","E",1732.1261039168,1,9,"experiment",333,29,"w","r"
"334","B","C",254.470867124306,1,9,"experiment",334,29,"w","r"
"335","B","C",674.477827501702,0,9,"experiment",335,29,"w","r"
"336","B","E",724.792279328333,1,9,"experiment",336,29,"w","r"
"337","B","D",727.865824694268,1,9,"experiment",337,29,"w","r"
"338","A","D",747.135608174441,1,9,"experiment",338,29,"w","r"
"339","A","E",604.501788308179,1,9,"experiment",339,29,"w","r"
"340","B","D",1078.8516286101,1,9,"experiment",340,29,"w","r"
"341","B","C",533.683241298942,1,9,"experiment",341,29,"w","r"
"342","B","E",1098.63523670838,1,9,"experiment",342,29,"w","r"
"343","B","D",540.161454805513,1,9,"experiment",343,29,"w","r"
"344","A","E",988.667347592222,1,9,"experiment",344,29,"w","r"
"345","A","E",549.780951795454,1,9,"experiment",345,29,"w","r"
"346","B","E",811.018694395983,1,9,"experiment",346,29,"w","r"
"347","B","D",747.517272547485,0,9,"experiment",347,29,"w","r"
"348","A","E",777.519129276388,1,9,"experiment",348,29,"w","r"
"349","B","C",888.582112647933,1,9,"experiment",349,29,"w","r"
"350","B","D",917.356302876065,0,9,"experiment",350,29,"w","r"
"351","A","D",785.395262044037,1,9,"experiment",351,29,"w","r"
"352","B","E",794.496171896191,1,9,"experiment",352,29,"w","r"
"353","B","E",842.515363038228,1,9,"experiment",353,29,"w","r"
"354","B","C",376.567563336207,0,9,"experiment",354,29,"w","r"
"355","A","C",623.486488954899,1,9,"experiment",355,29,"w","r"
"356","A","D",621.210047800032,1,9,"experiment",356,29,"w","r"
"357","A","C",444.00230748135,1,9,"experiment",357,29,"w","r"
"358","B","D",607.733521973769,1,9,"experiment",358,29,"w","r"
"359","B","C",768.960902375235,1,9,"experiment",359,29,"w","r"
"360","B","D",784.761584645761,1,9,"experiment",360,29,"w","r"
